agent,message,negotiation_id,turn
mturk_agent_2,Sounds like a good deal. I just need 1 firewood to make camp fire. Which item do you prefer the least?,1019,2
mturk_agent_1,I am least concerned about food.,1019,3
mturk_agent_2,So can I get 2 then? 🙂,1019,3
mturk_agent_1,"Sure. So you will take 2 water, 2 food, and 1 firewood?",1019,4
mturk_agent_2,"Fair deal, I think. We have enough food so we don't need to cook anything. I will tell the kids no smores tonight. ",1019,4
mturk_agent_1,Submit-Deal,1019,5
mturk_agent_2,Accept-Deal,1019,5
mturk_agent_1,Hi there. How are you?,102,0
mturk_agent_2,hi i am good how about yourself🙂,102,0
mturk_agent_1,Pretty good. Ready for this camping trip!,102,1
mturk_agent_2,as ready as I can be hiking with 3 teenage boys..lol how about you?,102,1
mturk_agent_1,"Haha, yeah I can't wait to go. I really need lots of food and a bit of firewood. What do you need?",102,2
mturk_agent_2,"Food as well teenage boys you know they eat a lot of food, and then a bit of firewood  but i am sure we will agree on something",102,2
mturk_agent_1,"Right...hmm. What do you say to 2 food, 1 firewood for me?",102,3
mturk_agent_2,i am good with that how many waters do you want can i have 2?,102,3
mturk_agent_1,Sure we can do that 🙂,102,4
mturk_agent_2,ok so i get 1 food 2 firewood and 2 water? sound fair?,102,4
mturk_agent_1,Absolutely that sounds great!,102,5
mturk_agent_2,Submit-Deal,102,5
mturk_agent_1,Accept-Deal,102,6
mturk_agent_2,Hello 🙂,1020,0
mturk_agent_1,"Hi, nice to meet you.",1020,0
mturk_agent_2,Nice to meet you as well. Are you excited for this upcoming camping trip?,1020,1
mturk_agent_1,"Yes, I'm really looking forward to you and so is my family who is traveling with me.",1020,1
mturk_agent_2,"Oh, nice. 🙂 Family vacations are always a nice way to spend some quality time together.",1020,2
mturk_agent_1,"Since I'm traveling with family members in the summer heat, I would like to have more water for us to stay hydrated. We have non-persihable food stored at our camp site so we don't need to bring additional food but water and some firewood are important to avoid running out of water or the means to boil water from a stream if needed.",1020,2
mturk_agent_2,"Okay. I am in need of additional food as I am a diabetic. Water isnt really a priority to me. However, some extra firewood to stay warm at night would be appreciated.",1020,3
mturk_agent_1,How about you take all the food packages and 1 water and 1 firewood? ,1020,3
mturk_agent_2,That sounds agreeable. I would gladly accept this offer. 🙂,1020,4
mturk_agent_1,"Great, that would work well for us, too. I wouldn't want you to be short on needed food or carbs or cold at night. I hope you have a great trip.",1020,4
mturk_agent_2,Submit-Deal,1020,5
mturk_agent_1,Accept-Deal,1020,5
mturk_agent_2,"Hey, how are you doing.  Excited to camp?",1021,0
mturk_agent_1,"Yep, I'm excited!",1021,0
mturk_agent_2,Would you mind sharing your preferences for what packages you care the most about with me?  That way we can decide how best to split them 🙂,1021,1
mturk_agent_1,"I need food the most, while water is the least needed item in my list",1021,1
mturk_agent_2,"Oh, actually I am the same, which is a bit unfortunate.  I guess what would make sense is for one of us to get 2 foods and 1 firewood and one of us to get 1 food and 2 firewoods",1021,2
mturk_agent_1,"Okay, that seems fair",1021,2
mturk_agent_2,And then whoever took the 1 food and 2 firewoods should probably get 2 waters as well to make up for getting fewer of our top priorities,1021,3
mturk_agent_1,Okay!,1021,3
mturk_agent_2,Sounds great.  Sounds like we've basically arrived at a deal 🙂,1021,4
mturk_agent_1,I'll see what I can give you,1021,4
mturk_agent_2,Submit-Deal,1021,5
mturk_agent_1,Accept-Deal,1021,5
mturk_agent_2,"hi how are you are you ready to go camping, we want to go up to the mountain top me and my friend",1022,0
mturk_agent_1,It sounds good. I will go hiking tomorrow. And I really need some extra supply,1022,0
mturk_agent_2,"well we ot to figure out what you need and what we need, so we need to make a compromise maybe, but I am sure we will come to an agreement",1022,1
mturk_agent_1,So can I have 2 food 1 firewood and 2water?,1022,1
mturk_agent_2,"I can offer you 2 food 1 firewood and 1 water, i got no water on the Mountain so I really need some or we will be thirsty like crazy",1022,2
mturk_agent_1,deal,1022,2
mturk_agent_2,"ok lets enter the deal, you stay safe on your trip",1022,3
mturk_agent_1,you too,1022,3
mturk_agent_2,"where are you going too, cant submit yet not enough messages.",1022,4
mturk_agent_1,small forest in town,1022,4
mturk_agent_2,Submit-Deal,1022,5
mturk_agent_1,Accept-Deal,1022,5
mturk_agent_1,":) Hey there, what are you planning to do on your trip?",1023,0
mturk_agent_2,"Hi, I was planning to go to the river. How about yourself?",1023,0
mturk_agent_1,I'm going to be exploring the area around the site. I haven't been here before so it will be novel. What do you think the weather will be like?,1023,1
mturk_agent_2,"The weather is suppose to be very hot, that is why I am in need of the water ",1023,1
mturk_agent_1,"Yeah I can understand that. I also need water, but since I'm going to be moving around a lot, food is my highest concern. It sounds like neither one of us will be too concerned about firewood.",1023,2
mturk_agent_2,"I am wanting to build a fire, to be able to cook on. Since I will be on the river, I will have some water. What about If I had 2 of the firewood and the food. What if you have all the water and one food?",1023,2
mturk_agent_1,"Well, I'm glad you plan to build a fire! I don't, so I'd be willing to let you have all 3 firewood. I need some of the food as well. How about you take all 3 firewood, and I get 2 food and 3 water (you will have extra water, after all)?",1023,3
mturk_agent_2,"That is true. I would need some food, since I will not have any water. What if I have the 3 firewood and 2 food. That way you have the water so you will not be parched and you will have a food as well. ",1023,3
mturk_agent_1,"I think we're close to an agreement here! 🙂 Given that I plan to be very active, I'd still like to keep 2 of the food if I can. If I give up one water (who knows what you'll need, and the river won't be for drinking!), could we do a deal where I get 2 food and 2 water and you get all 3 firewood and 1 food and 1 water? Maybe you could catch some fish (if I do, I could share)?",1023,4
mturk_agent_2,"That is a great agreement! I would be happy with the 3 firewood, 1 food and one water. I hope we do catch alot of fish!🙂",1023,4
mturk_agent_1,Submit-Deal,1023,5
mturk_agent_2,Accept-Deal,1023,5
mturk_agent_2,Hello! 🙂 I'm in desperate need of firewood. Tell me - what do you need?,1024,0
mturk_agent_1,I feel so excited about this camping trip. I will be going with my little ones and I would also need the firewood to keep them warm. How do we share the packages. I need more firewood and food. You can take the water,1024,0
mturk_agent_2,It's a good thing we already have firewood already! But I can imagine that keeping the little ones warm is a hard task. I'm in need of firewood because we got caught in a storm and our clothes are soaking wet. Would you accept 1 firewood and 2 food?,1024,1
mturk_agent_1,I actually need the extra firewood. Remember kids are more susceptible to cold. They need it to stay warm when it's cold. ,1024,1
mturk_agent_2,I'm aware that kids need to stay warm when it's cold. Do you know how cold it is when all your clothes are soaking wet from the rain? I'm sure you can spare at least one firewood so we can dry off. ,1024,2
mturk_agent_1,"If that's the case then, let me have 2 firewood, you can keep the water. I need more food for my kids as well. You know how much kids eat. ",1024,2
mturk_agent_2,"Kids definitely eat a lot. I'm sure kids also love S'mores. If you give me one food as well, I'll be more than happy to invite you and the kids to the S'mores party we're having later on! 🙂",1024,3
mturk_agent_1,Wow... That's interesting. I will definitely bring them to the party. ,1024,3
mturk_agent_2,"Great! 🙂 I'll be happy to see you all there. To confirm, I'm giving you 2 firewood and 2 food, and I'll give 1 firewood, 1 food, and all the waters?",1024,4
mturk_agent_1,Yeah. It looks great. But it would be nice of you to share at least 1 water with me. That would be generous of you and my kids will appreciate your kind gesture. ,1024,4
mturk_agent_2,"Of course, I'll be more than happy to spare one water for the kids.",1024,5
mturk_agent_1,Thanks a lot for that. I appreciate ,1024,5
mturk_agent_2,Submit-Deal,1024,6
mturk_agent_1,Accept-Deal,1024,6
mturk_agent_1,Hi..We are the family and friends planning for a trip. can you share 3 pack of water with me??,1025,0
mturk_agent_2,Hello. My friend Jim and bob are on thier way and we are planning to go hiking. We actually need water. They are bringing food so We have 3 extras if you would them.,1025,0
mturk_agent_1,"I think your friends are adults. I have my children as well. In this case,  can understand your situation. I will share 2 food pack with you but I need 3 pack of water. Please consider🙂",1025,1
mturk_agent_2,I have plenty of food. I don't need any of it. We are going to have extra.  we really need the water. They forgot to stop at the store before they left and now they are like 10 mins away. I can give 3 food for you and your kids. ,1025,1
mturk_agent_1,I'll accept the food from you but I need at least 1 pack of water.Because water is very essential. We do not have sufficient water.Kindly share water with me.,1025,2
mturk_agent_2,Ok I will give you 1 pack of water 1 firewood and 3 foods. 🙂 How does that sounds?,1025,2
mturk_agent_1,"You are so understandable🙂.  I know we both need water in a high amount. I'll accept the water pack. In a trip, we need firewood for night. Can you share 2 firewood.?",1025,3
mturk_agent_2,That is not very fair to me at. I'm trying to be fair to both of us. ,1025,3
mturk_agent_1,☹️ I can understand but I need firewood. You take 1 pack of food. Instead of 3 pack of food I will take 2 food and share 2 firewood.,1025,4
mturk_agent_2,No way that is not fair at all.😡  You can get 2 waters 1 firewood and one food. That is fair and works out better for you.,1025,4
mturk_agent_1,Okay.My intention is not making you tensed. I'll accept this one. 🙂2 pack of water 1 pack of food and 1 pack of firewood.,1025,5
mturk_agent_2,Submit-Deal,1025,5
mturk_agent_1,Accept-Deal,1025,6
mturk_agent_2,Hello there.  Hope you are well today  🙂 ,1026,0
mturk_agent_1,"I am doing OK, how are you?",1026,0
mturk_agent_2,"Not bad, not bad.  Certainly will be better if we can find a compromise that suits us both.  ",1026,1
mturk_agent_1,What are you looking for?,1026,1
mturk_agent_2,"Food is most important to me. I am considering doing some extra hiking if I have the energy, i.e. calories, available. ",1026,2
mturk_agent_1,"OK, I am really looking for firewood as it has been very cold out and I am hunting for some food also.",1026,2
mturk_agent_2,Would you be okay if I took 2 out of the 3 packages of food?  We can give you more firewood to compensate. ,1026,3
